Dagsetning,Konnun,Flokkur,Prosent,Aths
18-Jun-13,MMR,Píratar,"8,142611706",
18-Jun-13,MMR,Samfylking,"12,97252352",
18-Jun-13,MMR,Samstaða,,
18-Jun-13,MMR,Sjálfstæðisflokkur,"27,3456629",
18-Jun-13,MMR,Vinstrihreyfingin grænt framboð,"12,39696238",
30-Jun-13,Capacent (fylgi flokka allir),Aðrir flokkar,"2,4",
30-Jun-13,Capacent (fylgi flokka allir),Björt framtíð,"10,2",
30-Jun-13,Capacent (fylgi flokka allir),Borgarahreyfingin,,
30-Jun-13,Capacent (fylgi flokka allir),Dögun,"2,3",
30-Jun-13,Capacent (fylgi flokka allir),Framsóknarflokkur,"19,9",
30-Jun-13,Capacent (fylgi flokka allir),Frjálslyndir,,
30-Jun-13,Capacent (fylgi flokka allir),Hægri grænir,"1,3",
30-Jun-13,Capacent (fylgi flokka allir),Hreyfingin,,
30-Jun-13,Capacent (fylgi flokka allir),Lýðræðisvaktin,"1,4",
30-Jun-13,Capacent (fylgi flokka allir),Píratar,"6,8",
30-Jun-13,Capacent (fylgi flokka allir),Samfylkingin,"15,3",
30-Jun-13,Capacent (fylgi flokka allir),Samstaða,,
30-Jun-13,Capacent (fylgi flokka allir),Sjálfstæðisflokkur,"27,1",
30-Jun-13,Capacent (fylgi flokka allir),Vinstri grænir,"13,2",
2-Jul-13,MMR,Aðrir,"1,591834186",
2-Jul-13,MMR,Björt Framtíð,"12,53955754",
2-Jul-13,MMR,Borgarahreyfingin,,
2-Jul-13,MMR,Dögun,"3,055161736",
2-Jul-13,MMR,Framsókn,"19,3057943",
2-Jul-13,MMR,Frjálslyndi flokkurinn,,
2-Jul-13,MMR,Hægri grænir,"1,207342512",
2-Jul-13,MMR,Hreyfingin,,
2-Jul-13,MMR,Lýðræðisvaktin,"1,261864841",
2-Jul-13,MMR,Píratar,"6,901762548",
2-Jul-13,MMR,Samfylking,"14,35259231",
2-Jul-13,MMR,Samstaða,,
2-Jul-13,MMR,Sjálfstæðisflokkur,"26,46620541",
2-Jul-13,MMR,Vinstrihreyfingin grænt framboð,"13,31788461",
11-Jul-13,MMR,Aðrir,"2,011397506",
11-Jul-13,MMR,Björt Framtíð,"12,29369543",
11-Jul-13,MMR,Borgarahreyfingin,,
11-Jul-13,MMR,Dögun,"0,984568062",
11-Jul-13,MMR,Framsókn,"16,69976776",
11-Jul-13,MMR,Frjálslyndi flokkurinn,,
11-Jul-13,MMR,Hægri grænir,"1,925590202",
11-Jul-13,MMR,Hreyfingin,,
11-Jul-13,MMR,Lýðræðisvaktin,"1,451153605",
11-Jul-13,MMR,Píratar,"8,409607195",
11-Jul-13,MMR,Samfylking,"13,52312234",
11-Jul-13,MMR,Samstaða,,
11-Jul-13,MMR,Sjálfstæðisflokkur,"29,65072548",
11-Jul-13,MMR,Vinstrihreyfingin grænt framboð,"13,05037242",
31-Jul-13,Capacent (fylgi flokka allir),Aðrir flokkar,"2,5",
31-Jul-13,Capacent (fylgi flokka allir),Björt framtíð,10,
31-Jul-13,Capacent (fylgi flokka allir),Borgarahreyfingin,,
31-Jul-13,Capacent (fylgi flokka allir),Dögun,"1,9",
31-Jul-13,Capacent (fylgi flokka allir),Framsóknarflokkur,"17,8",
31-Jul-13,Capacent (fylgi flokka allir),Frjálslyndir,,
31-Jul-13,Capacent (fylgi flokka allir),Hægri grænir,"1,4",
31-Jul-13,Capacent (fylgi flokka allir),Hreyfingin,,
31-Jul-13,Capacent (fylgi flokka allir),Lýðræðisvaktin,"1,4",
31-Jul-13,Capacent (fylgi flokka allir),Píratar,"9,2",
31-Jul-13,Capacent (fylgi flokka allir),Samfylkingin,14,
31-Jul-13,Capacent (fylgi flokka allir),Samstaða,,
31-Jul-13,Capacent (fylgi flokka allir),Sjálfstæðisflokkur,"26,4",
31-Jul-13,Capacent (fylgi flokka allir),Vinstri grænir,"15,6",
14-Aug-13,MMR,Aðrir,"2,512025414",
14-Aug-13,MMR,Björt Framtíð,"11,65167219",
14-Aug-13,MMR,Borgarahreyfingin,,
14-Aug-13,MMR,Dögun,"2,435912733",
14-Aug-13,MMR,Framsókn,"18,0829711",
14-Aug-13,MMR,Frjálslyndi flokkurinn,,
14-Aug-13,MMR,Hægri grænir,"2,203969675",
14-Aug-13,MMR,Hreyfingin,,
14-Aug-13,MMR,Lýðræðisvaktin,"0,702667819",
14-Aug-13,MMR,Píratar,"7,146053388",
14-Aug-13,MMR,Samfylking,"12,97050177",
14-Aug-13,MMR,Samstaða,,
14-Aug-13,MMR,Sjálfstæðisflokkur,"27,89272929",
14-Aug-13,MMR,Vinstrihreyfingin grænt framboð,"14,40149661",
31-Aug-13,Capacent (fylgi flokka allir),Aðrir flokkar,"3,1",
31-Aug-13,Capacent (fylgi flokka allir),Björt framtíð,"8,8",
31-Aug-13,Capacent (fylgi flokka allir),Borgarahreyfingin,,
31-Aug-13,Capacent (fylgi flokka allir),Dögun,"1,7",
31-Aug-13,Capacent (fylgi flokka allir),Framsóknarflokkur,"16,3",
31-Aug-13,Capacent (fylgi flokka allir),Frjálslyndir,,
31-Aug-13,Capacent (fylgi flokka allir),Hægri grænir,1,
31-Aug-13,Capacent (fylgi flokka allir),Hreyfingin,,
31-Aug-13,Capacent (fylgi flokka allir),Lýðræðisvaktin,"1,7",
31-Aug-13,Capacent (fylgi flokka allir),Píratar,"7,8",
31-Aug-13,Capacent (fylgi flokka allir),Samfylkingin,17,
31-Aug-13,Capacent (fylgi flokka allir),Samstaða,,
31-Aug-13,Capacent (fylgi flokka allir),Sjálfstæðisflokkur,"27,9",
31-Aug-13,Capacent (fylgi flokka allir),Vinstri grænir,"14,6",
3-Sep-13,MMR,Aðrir,"2,1366",
3-Sep-13,MMR,Björt Framtíð,"12,5297",
3-Sep-13,MMR,Borgarahreyfingin,,
3-Sep-13,MMR,Dögun,"1,3519",
3-Sep-13,MMR,Framsókn,"16,6835",
3-Sep-13,MMR,Frjálslyndi flokkurinn,,
3-Sep-13,MMR,Hægri grænir,"1,4538",
3-Sep-13,MMR,Hreyfingin,,
3-Sep-13,MMR,Lýðræðisvaktin,"1,0735",
3-Sep-13,MMR,Píratar,"8,0753",
3-Sep-13,MMR,Samfylking,12362,
3-Sep-13,MMR,Samstaða,,
3-Sep-13,MMR,Sjálfstæðisflokkur,"27,3553",
3-Sep-13,MMR,Vinstrihreyfingin grænt framboð,"16,9785",
11-Sep-13,MMR,Aðrir,"3,9362",
11-Sep-13,MMR,Björt Framtíð,"11,8258",
11-Sep-13,MMR,Borgarahreyfingin,,
11-Sep-13,MMR,Dögun,"1,5917",
11-Sep-13,MMR,Framsókn,"14,5389",
11-Sep-13,MMR,Frjálslyndi flokkurinn,,
11-Sep-13,MMR,Hægri grænir,"1,1666",
11-Sep-13,MMR,Hreyfingin,,
11-Sep-13,MMR,Lýðræðisvaktin,"1,4281",
11-Sep-13,MMR,Píratar,"7,6805",
11-Sep-13,MMR,Samfylking,"12,4798",
11-Sep-13,MMR,Samstaða,,
11-Sep-13,MMR,Sjálfstæðisflokkur,"30,6181",
11-Sep-13,MMR,Vinstrihreyfingin grænt framboð,"14,7342",
30-Sep-13,Capacent (fylgi flokka allir),Aðrir flokkar,"3,4",
30-Sep-13,Capacent (fylgi flokka allir),Björt framtíð,"9,6",
30-Sep-13,Capacent (fylgi flokka allir),Borgarahreyfingin,,
30-Sep-13,Capacent (fylgi flokka allir),Dögun,"1,9",
30-Sep-13,Capacent (fylgi flokka allir),Framsóknarflokkur,"17,6",
30-Sep-13,Capacent (fylgi flokka allir),Frjálslyndir,,
30-Sep-13,Capacent (fylgi flokka allir),Hægri grænir,"1,6",
30-Sep-13,Capacent (fylgi flokka allir),Hreyfingin,,
30-Sep-13,Capacent (fylgi flokka allir),Lýðræðisvaktin,"1,6",
30-Sep-13,Capacent (fylgi flokka allir),Píratar,"6,8",
30-Sep-13,Capacent (fylgi flokka allir),Samfylkingin,"15,8",
30-Sep-13,Capacent (fylgi flokka allir),Samstaða,,
30-Sep-13,Capacent (fylgi flokka allir),Sjálfstæðisflokkur,"26,8",
30-Sep-13,Capacent (fylgi flokka allir),Vinstri grænir,"14,8",
1-Oct-13,MMR,Aðrir,3366,
1-Oct-13,MMR,Björt Framtíð,"12,5704",
1-Oct-13,MMR,Borgarahreyfingin,,
1-Oct-13,MMR,Dögun,"2,0262",
1-Oct-13,MMR,Framsókn,"17,4546",
1-Oct-13,MMR,Frjálslyndi flokkurinn,,
1-Oct-13,MMR,Hægri grænir,"1,9337",
1-Oct-13,MMR,Hreyfingin,,
1-Oct-13,MMR,Lýðræðisvaktin,"0,8141",
1-Oct-13,MMR,Píratar,"6,4156",
1-Oct-13,MMR,Samfylking,"14,6011",
1-Oct-13,MMR,Samstaða,,
1-Oct-13,MMR,Sjálfstæðisflokkur,"26,1391",
1-Oct-13,MMR,Vinstrihreyfingin grænt framboð,"14,6793",
15-Oct-13,MMR,Aðrir,"3,6898",
15-Oct-13,MMR,Björt Framtíð,"12,1855",
15-Oct-13,MMR,Borgarahreyfingin,,
15-Oct-13,MMR,Dögun,"2,4391",
15-Oct-13,MMR,Framsókn,"15,3659",
15-Oct-13,MMR,Frjálslyndi flokkurinn,,
15-Oct-13,MMR,Hægri grænir,"1,2052",
15-Oct-13,MMR,Hreyfingin,,
15-Oct-13,MMR,Lýðræðisvaktin,"1,0686",
15-Oct-13,MMR,Píratar,"7,7257",
15-Oct-13,MMR,Samfylking,"17,2585",
15-Oct-13,MMR,Samstaða,,
15-Oct-13,MMR,Sjálfstæðisflokkur,"26,4546",
15-Oct-13,MMR,Vinstrihreyfingin grænt framboð,12607,
29-Oct-13,MMR,Aðrir,3113,
29-Oct-13,MMR,Björt Framtíð,"12,0548",
29-Oct-13,MMR,Borgarahreyfingin,,
29-Oct-13,MMR,Dögun,"1,8776",
29-Oct-13,MMR,Framsókn,"13,2028",
29-Oct-13,MMR,Frjálslyndi flokkurinn,,
29-Oct-13,MMR,Hægri grænir,"1,4772",
29-Oct-13,MMR,Hreyfingin,,
29-Oct-13,MMR,Lýðræðisvaktin,"0,9959",
29-Oct-13,MMR,Píratar,"8,4314",
29-Oct-13,MMR,Samfylking,"15,5383",
29-Oct-13,MMR,Samstaða,,
29-Oct-13,MMR,Sjálfstæðisflokkur,"28,5554",
29-Oct-13,MMR,Vinstrihreyfingin grænt framboð,"14,7537",
31-Oct-13,Capacent (fylgi flokka allir),Aðrir flokkar,3,
31-Oct-13,Capacent (fylgi flokka allir),Björt framtíð,"10,2",
31-Oct-13,Capacent (fylgi flokka allir),Borgarahreyfingin,,
31-Oct-13,Capacent (fylgi flokka allir),Dögun,"2,2",
31-Oct-13,Capacent (fylgi flokka allir),Framsóknarflokkur,"14,4",
31-Oct-13,Capacent (fylgi flokka allir),Frjálslyndir,,
31-Oct-13,Capacent (fylgi flokka allir),Hægri grænir,"1,2",
31-Oct-13,Capacent (fylgi flokka allir),Hreyfingin,,
31-Oct-13,Capacent (fylgi flokka allir),Lýðræðisvaktin,"1,7",
31-Oct-13,Capacent (fylgi flokka allir),Píratar,"8,2",
31-Oct-13,Capacent (fylgi flokka allir),Samfylkingin,"18,1",
31-Oct-13,Capacent (fylgi flokka allir),Samstaða,,
31-Oct-13,Capacent (fylgi flokka allir),Sjálfstæðisflokkur,"26,5",
31-Oct-13,Capacent (fylgi flokka allir),Vinstri grænir,"14,4",
1-Nov-13,MMR,Aðrir,"2,8317",
1-Nov-13,MMR,Björt Framtíð,"14,4713",
1-Nov-13,MMR,Borgarahreyfingin,,
1-Nov-13,MMR,Dögun,"1,9743",
1-Nov-13,MMR,Framsókn,"16,3071",
1-Nov-13,MMR,Frjálslyndi flokkurinn,,
1-Nov-13,MMR,Hægri grænir,"1,9726",
1-Nov-13,MMR,Hreyfingin,,
1-Nov-13,MMR,Lýðræðisvaktin,"1,4092",
1-Nov-13,MMR,Píratar,"7,3268",
1-Nov-13,MMR,Samfylking,"14,2665",
1-Nov-13,MMR,Samstaða,,
1-Nov-13,MMR,Sjálfstæðisflokkur,"28,4086",
1-Nov-13,MMR,Vinstrihreyfingin grænt framboð,"11,0319",
28-Nov-13,MMR,Aðrir,"2,5927",
28-Nov-13,MMR,Björt Framtíð,"15,15",
28-Nov-13,MMR,Borgarahreyfingin,,
28-Nov-13,MMR,Dögun,"2,3672",
28-Nov-13,MMR,Framsókn,"14,9942",
28-Nov-13,MMR,Frjálslyndi flokkurinn,,
28-Nov-13,MMR,Hægri grænir,"1,8195",
28-Nov-13,MMR,Hreyfingin,,
28-Nov-13,MMR,Lýðræðisvaktin,853,
28-Nov-13,MMR,Píratar,"9,0141",
28-Nov-13,MMR,Samfylking,"13,7965",
28-Nov-13,MMR,Samstaða,,
28-Nov-13,MMR,Sjálfstæðisflokkur,"26,8423",
28-Nov-13,MMR,Vinstrihreyfingin grænt framboð,"12,5706",
30-Nov-13,Capacent (fylgi flokka allir),Aðrir flokkar,"2,6",
30-Nov-13,Capacent (fylgi flokka allir),Björt framtíð,"13,5",
30-Nov-13,Capacent (fylgi flokka allir),Borgarahreyfingin,,
30-Nov-13,Capacent (fylgi flokka allir),Dögun,"1,8",
30-Nov-13,Capacent (fylgi flokka allir),Framsóknarflokkur,"14,7",
30-Nov-13,Capacent (fylgi flokka allir),Frjálslyndir,,
30-Nov-13,Capacent (fylgi flokka allir),Hægri grænir,1,
30-Nov-13,Capacent (fylgi flokka allir),Hreyfingin,,
30-Nov-13,Capacent (fylgi flokka allir),Lýðræðisvaktin,1,
30-Nov-13,Capacent (fylgi flokka allir),Píratar,"8,5",
30-Nov-13,Capacent (fylgi flokka allir),Samfylkingin,"16,6",
30-Nov-13,Capacent (fylgi flokka allir),Samstaða,,
30-Nov-13,Capacent (fylgi flokka allir),Sjálfstæðisflokkur,"26,8",
30-Nov-13,Capacent (fylgi flokka allir),Vinstri grænir,"13,5",
5-Dec-13,Félagsvísindastofnun,Aðrir,"3,8",
5-Dec-13,Félagsvísindastofnun,Björt Framtíð,"13,7",
5-Dec-13,Félagsvísindastofnun,Borgarahreyfingin,,
5-Dec-13,Félagsvísindastofnun,Dögun,"1,5",
5-Dec-13,Félagsvísindastofnun,Framsókn,"20,1",
5-Dec-13,Félagsvísindastofnun,Frjálslyndi flokkurinn,,
5-Dec-13,Félagsvísindastofnun,Hægri grænir,,
5-Dec-13,Félagsvísindastofnun,Hreyfingin,,
5-Dec-13,Félagsvísindastofnun,Lýðræðisvaktin,,
5-Dec-13,Félagsvísindastofnun,Píratar,"7,7",
5-Dec-13,Félagsvísindastofnun,Samfylking,"15,8",
5-Dec-13,Félagsvísindastofnun,Samstaða,,
5-Dec-13,Félagsvísindastofnun,Sjálfstæðisflokkur,"23,3",
5-Dec-13,Félagsvísindastofnun,Vinstrihreyfingin grænt framboð,"14,1",
17-Dec-13,MMR,Aðrir,2,
17-Dec-13,MMR,Björt Framtíð,15,
17-Dec-13,MMR,Borgarahreyfingin,,
17-Dec-13,MMR,Dögun,2,
17-Dec-13,MMR,Framsókn,17,
17-Dec-13,MMR,Frjálslyndi flokkurinn,,
17-Dec-13,MMR,Hægri grænir,3,
17-Dec-13,MMR,Hreyfingin,,
17-Dec-13,MMR,Lýðræðisvaktin,"0,771548833",
17-Dec-13,MMR,Píratar,9,
17-Dec-13,MMR,Samfylking,14,
17-Dec-13,MMR,Samstaða,,
17-Dec-13,MMR,Sjálfstæðisflokkur,25,
17-Dec-13,MMR,Vinstrihreyfingin grænt framboð,13,
31-Dec-13,Capacent (fylgi flokka allir),Aðrir flokkar,"2,5",
31-Dec-13,Capacent (fylgi flokka allir),Björt framtíð,"13,1",
31-Dec-13,Capacent (fylgi flokka allir),Borgarahreyfingin,,
31-Dec-13,Capacent (fylgi flokka allir),Dögun,"1,7",
31-Dec-13,Capacent (fylgi flokka allir),Framsóknarflokkur,"16,4",
31-Dec-13,Capacent (fylgi flokka allir),Frjálslyndir,,
31-Dec-13,Capacent (fylgi flokka allir),Hægri grænir,"0,8",
31-Dec-13,Capacent (fylgi flokka allir),Hreyfingin,,
31-Dec-13,Capacent (fylgi flokka allir),Lýðræðisvaktin,"1,2",
31-Dec-13,Capacent (fylgi flokka allir),Píratar,"10,7",
31-Dec-13,Capacent (fylgi flokka allir),Samfylkingin,"15,1",
31-Dec-13,Capacent (fylgi flokka allir),Samstaða,,
31-Dec-13,Capacent (fylgi flokka allir),Sjálfstæðisflokkur,"25,3",
31-Dec-13,Capacent (fylgi flokka allir),Vinstri grænir,"13,3",
15/01/14,MMR,Aðrir,3,
15/01/14,MMR,Björt Framtíð,16,
15/01/14,MMR,Borgarahreyfingin,,
15/01/14,MMR,Dögun,"0,817350215",
15/01/14,MMR,Framsókn,17,
15/01/14,MMR,Frjálslyndi flokkurinn,,
15/01/14,MMR,Hægri grænir,1,
15/01/14,MMR,Hreyfingin,,
15/01/14,MMR,Lýðræðisvaktin,1,
15/01/14,MMR,Píratar,7,
15/01/14,MMR,Samfylking,17,
15/01/14,MMR,Samstaða,,
15/01/14,MMR,Sjálfstæðisflokkur,26,
15/01/14,MMR,Vinstrihreyfingin grænt framboð,11,
31-Jan-14,Capacent (fylgi flokka allir),Aðrir flokkar,"2,1",
31-Jan-14,Capacent (fylgi flokka allir),Björt framtíð,"14,2",
31-Jan-14,Capacent (fylgi flokka allir),Borgarahreyfingin,,
31-Jan-14,Capacent (fylgi flokka allir),Dögun,"1,1",
31-Jan-14,Capacent (fylgi flokka allir),Framsóknarflokkur,"18,3",
31-Jan-14,Capacent (fylgi flokka allir),Frjálslyndir,,
31-Jan-14,Capacent (fylgi flokka allir),Hægri grænir,"0,9",
31-Jan-14,Capacent (fylgi flokka allir),Hreyfingin,,
31-Jan-14,Capacent (fylgi flokka allir),Lýðræðisvaktin,"0,7",
31-Jan-14,Capacent (fylgi flokka allir),Píratar,"8,1",
31-Jan-14,Capacent (fylgi flokka allir),Samfylkingin,"14,9",
31-Jan-14,Capacent (fylgi flokka allir),Samstaða,,
31-Jan-14,Capacent (fylgi flokka allir),Sjálfstæðisflokkur,"26,9",
31-Jan-14,Capacent (fylgi flokka allir),Vinstri grænir,"12,7",
